Id,Categoria,Letra,Palavra
987,Banda/Cantor,C,Caetano Veloso
988,Banda/Cantor,D,Djavan
989,Banda/Cantor,D,Daft Punk
990,Banda/Cantor,D,Dua Lipa
991,Banda/Cantor,E,Elis Regina
992,Banda/Cantor,E,Eminem
993,Banda/Cantor,E,Ed Sheeran
994,Banda/Cantor,F,Fresno
995,Banda/Cantor,F,Foo Fighters
996,Banda/Cantor,G,Gilberto Gil
997,Banda/Cantor,G,Green Day
998,Banda/Cantor,H,Harmonia do Samba
999,Banda/Cantor,I,Ivete Sangalo
1000,Banda/Cantor,I,Iron Maiden
1001,Banda/Cantor,J,Jorge Ben Jor
1002,Banda/Cantor,J,Justin Bieber
1003,Banda/Cantor,K,Kiss
1004,Banda/Cantor,L,Legião Urbana
1005,Banda/Cantor,L,Ludmilla
1006,Banda/Cantor,M,Madonna
1007,Banda/Cantor,M,Maroon 5
1008,Banda/Cantor,M,Metallica
1009,Banda/Cantor,M,Michael Jackson
1010,Banda/Cantor,N,Nirvana
1011,Banda/Cantor,N,Ney Matogrosso
1012,Banda/Cantor,O,Oasis
1013,Banda/Cantor,O,Os Paralamas do Sucesso
1014,Banda/Cantor,P,Pitty
1015,Banda/Cantor,P,Pink Floyd
1016,Banda/Cantor,Q,Queen
1017,Banda/Cantor,R,Rihanna
1018,Banda/Cantor,R,Roberto Carlos
1019,Banda/Cantor,R,Radiohead
1020,Banda/Cantor,S,Skank
1021,Banda/Cantor,S,Sepultura
1022,Banda/Cantor,T,Titãs
1023,Banda/Cantor,T,Taylor Swift
1024,Banda/Cantor,U,U2
1025,Banda/Cantor,V,Vanessa da Mata
1026,Banda/Cantor,W,Whitney Houston
1027,Banda/Cantor,X,Xutos & Pontapés
1028,Banda/Cantor,Z,ZZ Top
1029,Banda/Cantor,Z,Zeca Pagodinho
1030,Palavra em Inglês,A,Apple
1031,Palavra em Inglês,A,Airport
1032,Palavra em Inglês,A,Answer
1033,Palavra em Inglês,B,Book
1034,Palavra em Inglês,B,Baby
1035,Palavra em Inglês,B,Business
1036,Palavra em Inglês,C,Coffee
1037,Palavra em Inglês,C,Computer
1038,Palavra em Inglês,C,Cat
1039,Palavra em Inglês,D,Dog
1040,Palavra em Inglês,D,Door
1041,Palavra em Inglês,D,Dance
1042,Palavra em Inglês,E,Egg
1043,Palavra em Inglês,E,Eye
1044,Palavra em Inglês,E,Everyday
1045,Palavra em Inglês,F,Friend
1046,Palavra em Inglês,F,Family
1047,Palavra em Inglês,F,Fire
1048,Palavra em Inglês,G,Good
1049,Palavra em Inglês,G,Game
1050,Palavra em Inglês,G,Girl
1051,Palavra em Inglês,H,House
1052,Palavra em Inglês,H,Happy
1053,Palavra em Inglês,H,Hello
1054,Palavra em Inglês,I,Ice
1055,Palavra em Inglês,I,Island
1056,Palavra em Inglês,I,Idea
1057,Palavra em Inglês,J,Job
1058,Palavra em Inglês,J,Juice
1059,Palavra em Inglês,J,Joke
1060,Palavra em Inglês,K,Key
1061,Palavra em Inglês,K,Kitchen
1062,Palavra em Inglês,K,King
1063,Palavra em Inglês,L,Love
1064,Palavra em Inglês,L,Light
1065,Palavra em Inglês,L,Live
1066,Palavra em Inglês,M,Music
1067,Palavra em Inglês,M,Mouse
1068,Palavra em Inglês,M,Money
1069,Palavra em Inglês,N,Night
1070,Palavra em Inglês,N,Name
1071,Palavra em Inglês,N,Nice
1072,Palavra em Inglês,O,Open
1073,Palavra em Inglês,O,Ocean
1074,Palavra em Inglês,O,Orange
1075,Palavra em Inglês,P,People
1076,Palavra em Inglês,P,Party
1077,Palavra em Inglês,P,Phone
1078,Palavra em Inglês,Q,Queen
1079,Palavra em Inglês,Q,Question
1080,Palavra em Inglês,Q,Quiet
1081,Palavra em Inglês,R,River
1082,Palavra em Inglês,R,Rain
1083,Palavra em Inglês,R,Red
1084,Palavra em Inglês,S,Sun
1085,Palavra em Inglês,S,School
1086,Palavra em Inglês,S,Sky
1087,Palavra em Inglês,T,Time
1088,Palavra em Inglês,T,Tree
1089,Palavra em Inglês,T,Table
1090,Palavra em Inglês,U,Umbrella
1091,Palavra em Inglês,U,Under
1092,Palavra em Inglês,V,Voice
1093,Palavra em Inglês,V,Van
1094,Palavra em Inglês,W,Water
1095,Palavra em Inglês,W,World
1096,Palavra em Inglês,W,Window
1097,Palavra em Inglês,X,X-ray
1098,Palavra em Inglês,Y,Yellow
1099,Palavra em Inglês,Y,Year
1100,Palavra em Inglês,Y,You
1101,Palavra em Inglês,Z,Zero
1102,Palavra em Inglês,Z,Zoo
1103,PCH,A,Antebraço
1104,PCH,A,Axila
1105,PCH,A,Abdômen
1106,PCH,B,Boca
1107,PCH,B,Braço
1108,PCH,B,Bochecha
1109,PCH,B,Barriga
1110,PCH,C,Costas
1111,PCH,C,Cabeça
1112,PCH,C,Coração
1113,PCH,C,Cotovelo
1114,PCH,C,Cintura
1115,PCH,D,Dedo
1116,PCH,D,Dente
1117,PCH,E,Estômago
1118,PCH,E,Espinha
1119,PCH,E,Escápula
1120,PCH,F,Fígado
1121,PCH,F,Face
1122,PCH,G,Garganta
1123,PCH,G,Glúteo
1124,PCH,I,Intestino
1125,PCH,J,Joelho
1126,PCH,L,Língua
1127,PCH,L,Lábio
1128,PCH,L,Laringe
1129,PCH,M,Mão
1130,PCH,M,Músculo
1131,PCH,M,Maxilar
1132,PCH,N,Nariz
1133,PCH,N,Nuca
1134,PCH,O,Ombro
1135,PCH,O,Olho
1136,PCH,O,Orelha
1137,PCH,P,Pé
1138,PCH,P,Pescoço
1139,PCH,P,Pulmão
1140,PCH,P,Pele
1141,PCH,P,Punho
1142,PCH,Q,Quadril
1143,PCH,R,Rim
1144,PCH,S,Sobrancelha
1145,PCH,T,Tórax
1146,PCH,T,Tornozelo
1147,PCH,U,Unha
1148,PCH,U,Umbigo
1149,PCH,U,Útero
1150,PCH,V,Veia
1151,CEP,A,Amazonas
1152,CEP,A,Alagoas
1153,CEP,A,Aracaju
1154,CEP,A,Angola
1155,CEP,A,Áustria
1156,CEP,B,Bahia
1157,CEP,B,Belém
1158,CEP,B,Belo Horizonte
1159,CEP,B,Brasília
1160,CEP,B,Bulgária
1161,CEP,C,Ceará
1162,CEP,C,Curitiba
1163,CEP,C,Campinas
1164,CEP,C,Canadá
1165,CEP,C,China
1166,CEP,D,Diamantina
1167,CEP,E,Espírito Santo
1168,CEP,E,Espanha
1169,CEP,F,Fortaleza
1170,CEP,F,França
1171,CEP,G,Goiás
1172,CEP,G,Goiânia
1173,CEP,H,Holanda
1174,CEP,I,Itália
1175,CEP,I,Ilhéus
1176,CEP,J,Japão
1177,CEP,J,João Pessoa
1178,CEP,K,Kuwait
1179,CEP,L,Londrina
1180,CEP,L,Lisboa
1181,CEP,M,Maranhão
1182,CEP,M,Manaus
1183,CEP,M,México
1184,CEP,M,Minas Gerais
1185,CEP,N,Natal
1186,CEP,N,Nova York
1187,CEP,N,Noruega
1188,CEP,O,Osasco
1189,CEP,O,Ouro Preto
1190,CEP,P,Pará
1191,CEP,P,Paraná
1192,CEP,P,Portugal
1193,CEP,P,Paris
1194,CEP,Q,Quênia
1195,CEP,R,Rio de Janeiro
1196,CEP,R,Recife
1197,CEP,R,Rondônia
1198,CEP,S,São Paulo
1199,CEP,S,Salvador
1200,CEP,S,Sergipe
1201,CEP,S,Suíça
1202,CEP,T,Tocantins
1203,CEP,T,Teresina
1204,CEP,T,Turquia
1205,CEP,U,Uberlândia
1206,CEP,U,Uruguai
1207,CEP,V,Vitória
1208,CEP,V,Venezuela
1209,CEP,Z,Zâmbia
